Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lava-lush-washing-powder-floral-900g,,,,,,,,,Outer (12 Each),,,,,,,,WP900FLO_Outer,0.0,shopify,10,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lava-lush-washing-powder-floral-900g,,,,,,,,,Shipper (12 Each),,,,,,,,WP900FLO_Shipper,0.0,shopify,14,deny,manual,33.36,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-blocks-250g-banana-caramel-x-12ct,Whittakers Blocks 250g Banana Caramel x 12ct,"",Whittakers,,"","Chocolate Blocks, hide-block, hide-shipper",true,Pack Size,Block,,,,,,,,WHIT33_Block,0.0,shopify,535,deny,manual,7.77,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_3389dd5d-3fb3-420a-b7b9-6c19a1fad42c.jpg?v=1754880370,1,WHIT33,false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-blocks-250g-banana-caramel-x-12ct,,,,,,,,,Outer (12 Block),,,,,,,,WHIT33_Outer,0.0,shopify,44,deny,manual,93.24,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-blocks-250g-peanut-caramel-brittle-x-12ct,Whittakers Blocks 250g Peanut Caramel Brittle x 12ct,"",Whittakers,Uncategorized,"","Chocolate Blocks, hide-block, hide-shipper, Night n Day Misc",true,Pack Size,Block,,,,,,,,WHIT32_Block,0.0,shopify,165,deny,manual,7.77,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_dd86d0e0-af0d-446b-a546-5a31c0a49ebc.jpg?v=1754880367,1,WHIT32,false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-blocks-250g-peanut-caramel-brittle-x-12ct,,,,,,,,,Outer (12 Block),,,,,,,,WHIT32_Outer,0.0,shopify,13,deny,manual,93.24,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
whittakers-blocks-250g-dark-almond,Whittakers Blocks 250g Dark Almond,"",Whittakers,,"","Chocolate Blocks, hide-block, hide-shipper, Night n Day Misc",true,Pack Size,Block,,,,,,,,WHIT066_Block,0.0,shopify,24,deny,manual,7.77,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_b11f6cc9-33b9-4258-8aeb-5b087d2de9cb.jpg?v=1754880365,1,WHIT066,false,,,,,,,,,,,,,,,,,,,,kg,,,active
whittakers-blocks-250g-dark-almond,,,,,,,,,Outer (12 Block),,,,,,,,WHIT066_Outer,0.0,shopify,2,deny,manual,93.24,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
warheads-super-sour-gumballs-56g-x-24ct,Warheads Super Sour Gumballs 56g x 24ct,"",Warheads,,"",Novelty,true,Pack Size,Outer,,,,,,,,WAR215_Outer,0.0,shopify,75,deny,manual,33.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_835260c6-8abe-40aa-a407-ec59a08f7a82.jpg?v=1754880362,1,WAR215,false,,,,,,,,,,,,,,,,,,,,kg,,,active
warheads-super-sour-gumballs-56g-x-24ct,,,,,,,,,Shipper (12 Outer),,,,,,,,WAR215_Shipper,0.0,shopify,6,deny,manual,406.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
warheads-sour-squeeze-candy-120ml-x-12ct,Warheads Sour Squeeze Candy 120ml x 12ct,"",Warheads,,"",Novelty,true,Pack Size,Outer,,,,,,,,WAR210_Outer,0.0,shopify,27,deny,manual,21.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_3c45c0c1-7b40-4e20-9f2a-19633a55d65a.jpg?v=1754880359,1,WAR210,false,,,,,,,,,,,,,,,,,,,,kg,,,active
warheads-sour-squeeze-candy-120ml-x-12ct,,,,,,,,,Shipper (8 Outer),,,,,,,,WAR210_Shipper,0.0,shopify,3,deny,manual,169.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
wafer-sticks-astor-double-chocolate-40g-x-36ct,Wafer Sticks - Astor Double Chocolate 40g x 36ct,"",DutchRusk,,"",Novelty,false,Pack Size,Shipper,,,,,,,,WAFDC_Shipper,0.0,shopify,0,deny,manual,26.89,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_8b456f59-a054-4eed-b766-bf83e36fc0b2.jpg?v=1754880357,1,WAFDC,false,,,,,,,,,,,,,,,,,,,,kg,,,draft
usb-double-charger-plug,USB Double Charger Plug,"",DutchRusk,,"","Charging Cables, Miscellaneous",true,Pack Size,Each,,,,,,,,USB003_Each,0.0,shopify,79,deny,manual,4.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_11a0c737-1802-427e-b82f-31e6a5ef7615.jpg?v=1754880348,1,USB003,false,,,,,,,,,,,,,,,,,,,,kg,,,active
spongebob-pop-pals-8g-x-12ct,Back Pack Deal - Spongebob Pop Pals 8g x 12ct,"",DutchRusk,Uncategorized,"",Novelty,true,Pack Size,Outer,,,,,,,,UNCLSBPP_Outer,0.0,shopify,38,deny,manual,33.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/UNCLSBPPSpongeBobPopPalsDisplay_Front_HR.jpg?v=1756698019,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
spongebob-pop-pals-8g-x-12ct,,,,,,,,,Shipper (6 Outer),,,,,,,,UNCLSBPP_Shipper,0.0,shopify,6,deny,manual,203.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spongebob-mallow-pop-45g-x-12ct,Back Pack Deal - Spongebob Mallow Pop 45g x 12ct,"",DutchRusk,Uncategorized,"",Novelty,true,Pack Size,Outer,,,,,,,,UNCLSBMP_Outer,0.0,shopify,0,deny,manual,27.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/UNCLSBMPSpongeBobMarshmallowPopsDisplay.jpg?v=1768873003,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
spongebob-mallow-pop-45g-x-12ct,,,,,,,,,Shipper (6 Outer),,,,,,,,UNCLSBMP_Shipper,0.0,shopify,0,deny,manual,167.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spongebob-candy-case-10g-x-12ct,Back Pack Deal - Spongebob Candy Case 10g x 12ct,"",DutchRusk,Uncategorized,"",Novelty,true,Pack Size,Outer,,,,,,,,UNCLSBCC_Outer,0.0,shopify,35,deny,manual,27.15,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/UNCLSBCCSpongebobCandyCase_Display_0c69ca77-d642-4dd4-b363-4238676ec9ce.jpg?v=1768948546,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
spongebob-candy-case-10g-x-12ct,,,,,,,,,Shipper (8 Outer),,,,,,,,UNCLSBCC_Shipper,0.0,shopify,4,deny,manual,217.20,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
paw-patrol-pop-pals-8g-x-12ct,Paw Patrol - Pop Pals 8g x 12ct,"",DutchRusk,Uncategorized,"",Novelty,true,Pack Size,Outer,,,,,,,,UNCL215_Outer,0.0,shopify,0,deny,manual,30.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/UNCL215PawPatrolPopPalDisplayV2.jpg?v=1768872967,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
paw-patrol-pop-pals-8g-x-12ct,,,,,,,,,Shipper (6 Outer),,,,,,,,UNCL215_Shipper,0.0,shopify,0,deny,manual,185.70,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
paw-patrol-projector-pop-14g-x-18ct,Back Pack Deal - Paw Patrol - Projector Pop 14g x 18ct,"",DutchRusk,Uncategorized,"",Novelty,true,Pack Size,Outer,,,,,,,,UNCL210_Outer,0.0,shopify,25,deny,manual,48.35,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/UNCL210PawPatrolProjectorPop_Chase.jpg?v=1768873032,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
paw-patrol-projector-pop-14g-x-18ct,,,,,,,,,Shipper (4 Outer),,,,,,,,UNCL210_Shipper,0.0,shopify,6,deny,manual,193.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
balloons-water-balloons-x-35ct,Balloons - Water Balloons x 35ct,"",DutchRusk,Arts & Entertainment > Party & Celebration > Party Supplies,"",Party,true,Pack Size,Packet,,,,,,,,TPB8945_Packet,0.0,shopify,25,deny,manual,1.30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_968e2eba-68fb-43c7-a081-29167d0d9add.jpg?v=1754880334,1,TPB8945,false,,,96,,,,,,,,,,,,,,,,,kg,,,active
toastie-bites-1-3kg,Toastie Bites 1.3kg,"",DutchRusk,,"","",false,Pack Size,Bag,,,,,,,,TOASTIEBITE_Bag,0.0,shopify,0,deny,manual,27.50,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,kg,,,draft
toastie-bites-1-3kg,,,,,,,,,Shipper (4 Bag),,,,,,,,TOASTIEBITE_Shipper,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vidal-melon-bites-250ct-1-6kg,Vidal Melon Bites 250ct 1.5kg,"",DutchRusk,,"",Licorice,true,Pack Size,Outer,,,,,,,,SMLB_Outer,0.0,shopify,3,deny,manual,24.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_34f120f3-9b16-4a51-9598-c82cc60582cf.jpg?v=1754880314,1,SMLB,false,,,,,,,,,,,,,,,,,,,,kg,,,active
vidal-melon-bites-250ct-1-6kg,,,,,,,,,Shipper (6 Outer),,,,,,,,SMLB_Shipper,0.0,shopify,0,deny,manual,149.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
speed-demon-500ml-x-24ct,Speed Demon 500ml x 24ct,"",Demon,,"","Drinks, Soda Drinks",true,Pack Size,Shipper,,,,,,,,SDEMON_Shipper,0.0,shopify,12,deny,manual,63.35,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_dea29ba9-0e07-4970-9d73-af84f2b26831.jpg?v=1754880308,1,SDEMON,false,,,,,,,,,,,,,,,,,,,,kg,,,active
resealable-lolly-bags-200mm-x-255mm-x-100ct,Resealable Lolly Bags 200mm x 255mm x 100ct,"",DutchRusk,,"",Seal Bags,true,Pack Size,Packet,,,,,,,,S0098_Packet,0.0,shopify,97,deny,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_4bd1ecad-7342-457e-a75e-df418783c933.jpg?v=1754880288,1,S0098,false,,,,,,,,,,,,,,,,,,,,kg,,,active
resealable-lolly-bags-200mm-x-255mm-x-100ct,,,,,,,,,Shipper (5 Packet),,,,,,,,S0098_Shipper,0.0,shopify,19,deny,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sweets-nz-choc-raspberry-coconut-bites-1kg,Sweets NZ - Choc Raspberry Coconut Bites 1kg,"",Sweets NZ,,"","1kg, Bulk Gummies and Lollies",true,Pack Size,Bag,,,,,,,,RASP001_Bag,0.0,shopify,0,deny,manual,14.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_ac7116c2-266b-4521-833c-527480ae9a3f.jpg?v=1754880285,1,RASP001,false,,,,,,,,,,,,,,,,,,,,kg,,,active
reeses-big-cups-single-39g-x-16ct,Reeses BIG Cups - Single 39g x 16ct,"",Reeses,,"","hide-shipper, Novelty",true,Pack Size,Outer,,,,,,,,R0072_Outer,0.0,shopify,0,deny,manual,25.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_7c97afc2-d395-4e6e-9165-424a8ff9c142.jpg?v=1754880279,1,R0072,false,,,,,,,,,,,,,,,,,,,,kg,,,active
reeses-big-cups-single-39g-x-16ct,,,,,,,,,Shipper (9 Outer),,,,,,,,R0072_Shipper,0.0,shopify,0,deny,manual,229.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-stitch-x-6ct,PEZ Stitch x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZSWT_Outer,0.0,shopify,14,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_166f3c47-be24-4389-af93-caa9a38cff74.jpg?v=1754880271,1,PEZSWT,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-stitch-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZSWT_Shipper,0.0,shopify,2,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-mandalorian-x-6ct,PEZ Mandalorian x 6ct,"",PEZ,,"",Novelty,false,Pack Size,Outer,,,,,,,,PEZSWM_Outer,0.0,shopify,0,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_b6347e73-3697-40b9-bb7f-fc1b24a8ed0f.jpg?v=1754880266,1,PEZSWM,false,,,,,,,,,,,,,,,,,,,,kg,,,draft
pez-mandalorian-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZSWM_Shipper,0.0,shopify,0,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-spongebob-squarepants-x-6ct,PEZ Spongebob Squarepants x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZSPB_Outer,0.0,shopify,8,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_7a4ea014-30de-4c81-b68c-ccc35011c3ca.jpg?v=1754880264,1,PEZSPB,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-spongebob-squarepants-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZSPB_Shipper,0.0,shopify,1,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-nintendo-super-mario-figures-x-6ct,PEZ Nintendo - Super Mario Figures x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZSMO_Outer,0.0,shopify,8,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_f4c6dc94-f344-4131-9a8c-29ad615609fc.jpg?v=1754880261,1,PEZSMO,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-nintendo-super-mario-figures-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZSMO_Shipper,0.0,shopify,1,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-refills-grape-strawberry-8-in-a-pack-x-12ct,PEZ Refills Grape & Strawberry 8 in a pack x 12ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZSGR_Outer,0.0,shopify,15,deny,manual,32.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_801f7729-589c-47c5-b21b-e7d3e05e2d9e.jpg?v=1754880258,1,PEZSGR,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-paw-patrol-figures-x-6ct,PEZ Paw Patrol Figures x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZPWP_Outer,0.0,shopify,11,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_895dca2d-531a-4921-a9c9-76edeb6034d4.jpg?v=1754880255,1,PEZPWP,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-paw-patrol-figures-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZPWP_Shipper,0.0,shopify,1,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-peppa-pig-figures-x-6ct,PEZ Peppa Pig Figures x 6ct,"",PEZ,,"",Novelty,false,Pack Size,Outer,,,,,,,,PEZPAP_Outer,0.0,shopify,0,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_e3741595-44ee-490d-a09c-5af6865340d2.jpg?v=1754880252,1,PEZPAP,false,,,,,,,,,,,,,,,,,,,,kg,,,draft
pez-peppa-pig-figures-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZPAP_Shipper,0.0,shopify,0,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-minions-despicable-me-x-6ct,PEZ Minions Despicable Me x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZMON_Outer,0.0,shopify,11,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_4ea15447-a599-4ec6-964e-30aee48dafab.jpg?v=1754880249,1,PEZMON,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-minions-despicable-me-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZMON_Shipper,0.0,shopify,1,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-emojis-figures-x-6ct,PEZ Emojis Figures x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZMOJ_Outer,0.0,shopify,4,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_2ac29da6-9563-482b-af1a-b19fe52fc170.jpg?v=1754880247,1,PEZMOJ,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-emojis-figures-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZMOJ_Shipper,0.0,shopify,0,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-minecraft-x-6ct,PEZ Minecraft x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZMCF_Outer,0.0,shopify,4,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_926e54fd-71a5-4450-bcd8-32f9e7aec5c9.jpg?v=1754880244,1,PEZMCF,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-minecraft-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZMCF_Shipper,0.0,shopify,0,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-mickey-mouse-figures-x-6ct,PEZ Mickey Mouse Figures x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZMAF_Outer,0.0,shopify,9,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_86a75278-cff3-4db9-98cd-74533eb3c5ff.jpg?v=1754880241,1,PEZMAF,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-mickey-mouse-figures-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZMAF_Shipper,0.0,shopify,1,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-looney-tunes-x-6ct,PEZ Looney Tunes x 6ct,"",PEZ,,"",Novelty,false,Pack Size,Outer,,,,,,,,PEZLTU_Outer,0.0,shopify,0,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_5ca361bd-09aa-4c53-b18f-55198a6b5a15.jpg?v=1754880238,1,PEZLTU,false,,,,,,,,,,,,,,,,,,,,kg,,,draft
pez-looney-tunes-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZLTU_Shipper,0.0,shopify,0,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-lion-king-x-6ct,PEZ Lion King x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZLKG_Outer,0.0,shopify,8,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_77aa1b20-24c5-4e79-8522-cceabc025c8f.jpg?v=1754880235,1,PEZLKG,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-lion-king-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZLKG_Shipper,0.0,shopify,1,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-hello-kitty-x-6ct,PEZ Hello Kitty  x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZHKA_Outer,0.0,shopify,8,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_0f80b482-b4b6-4d07-9e58-05a049f4452c.jpg?v=1754880232,1,PEZHKA,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-hello-kitty-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZHKA_Shipper,0.0,shopify,1,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-frozen-figures-x-6ct,PEZ Frozen Figures x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZFZN_Outer,0.0,shopify,2,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_de536d14-b6d6-4fc9-b0e5-c6a2744707d3.jpg?v=1754880230,1,PEZFZN,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-frozen-figures-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZFZN_Shipper,0.0,shopify,0,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pez-refills-fruit-8-in-a-pack-x-12ct,PEZ Refills FRUIT 8 in a pack x 12ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZFRF_Outer,0.0,shopify,8,deny,manual,32.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_6f5b780f-f25b-4513-ba03-a6571325e2a2.jpg?v=1754880227,1,PEZFRF,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-disney-princess-figures-x-6ct,PEZ Disney Princess Figures x 6ct,"",PEZ,,"",Novelty,true,Pack Size,Outer,,,,,,,,PEZDPS_Outer,0.0,shopify,7,deny,manual,21.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_4d798868-7ae0-4541-891b-26620361b112.jpg?v=1754880224,1,PEZDPS,false,,,,,,,,,,,,,,,,,,,,kg,,,active
pez-disney-princess-figures-x-6ct,,,,,,,,,Shipper (6 Outer),,,,,,,,PEZDPS_Shipper,0.0,shopify,1,deny,manual,131.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sweets-nz-peanut-clusters-1kg,Sweets NZ - Peanut Clusters 1kg,"",Sweets NZ,,"","1kg, Bulk Gummies and Lollies",true,Pack Size,Bag,,,,,,,,PEA001_Bag,0.0,shopify,5,deny,manual,14.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_64a1a1aa-1cd9-48cf-90f9-d896e154abd8.jpg?v=1754880221,1,PEA001,false,,,,,,,,,,,,,,,,,,,,kg,,,active
fruit-pastilles-1kg,Fruit Pastilles 1kg,"",DutchRusk,,"","1kg, Bulk Gummies and Lollies",false,Pack Size,Bag,,,,,,,,PASTILLES_Bag,0.0,shopify,0,deny,manual,15.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_f5f3314f-44c0-49b6-9483-19dd3f35c058.jpg?v=1754880218,1,PASTILLES,false,,,,,,,,,,,,,,,,,,,,kg,,,draft
batteries-panasonic-aaa-2-pack,Batteries - Panasonic AAA 2 pack,"",Panasonic,Electronics > Electronics Accessories > Power > Batteries > General Purpose Batteries,"",Batteries,true,Pack Size,Packet,,,,,,,,PANA-AAA2_Packet,0.0,shopify,107,deny,manual,3.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_a6bddff9-a2f1-492a-9787-449205d405a4.jpg?v=1754880215,1,PANA-AAA2,false,,,4928,,,,,,,,,,,,,,,,,kg,,,active
batteries-panasonic-aa-2-pack,Batteries - Panasonic AA 2 pack,"",Panasonic,Electronics > Electronics Accessories > Power > Batteries > General Purpose Batteries,"",Batteries,true,Pack Size,Packet,,,,,,,,PANA-AA2_Packet,0.0,shopify,94,deny,manual,3.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_c4bce2f6-462f-4d83-a191-7e1d1c4a0646.jpg?v=1754880212,1,PANA-AA2,false,,,4928,,,,,,,,,,,,,,,,,kg,,,active
ring-pop-14g-x-24ct,Ring Pop 14g x 24ct,"",DutchRusk,Uncategorized,"","Lollipops, Novelty",true,Pack Size,Outer,,,,,,,,MYR100_Outer,0.0,shopify,208,deny,manual,27.05,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_884795d9-66f0-40ba-9a39-f45845d3e765.jpg?v=1754880208,1,MYR100,false,,,,,,,,,,,,,,,,,,,,kg,,,active
ring-pop-14g-x-24ct,,,,,,,,,Shipper (16 Outer),,,,,,,,MYR100_Shipper,0.0,shopify,13,deny,manual,432.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
m-m-yellow-dump-bin,M&M Yellow Dump Bin,"",Mars,,"","",false,Pack Size,Each,,,,,,,,MM366_Each,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_810f603b-4f05-4180-9811-5bc6c27535ac.jpg?v=1754880202,1,MM366,false,,,,,,,,,,,,,,,,,,,,kg,,,draft
sweets-nz-mint-caramels-1kg,Sweets NZ - Mint Caramels 1kg,"",Sweets NZ,,"","1kg, Bulk Gummies and Lollies",true,Pack Size,Bag,,,,,,,,MINT001_Bag,0.0,shopify,0,deny,manual,14.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0668/0861/1129/files/file_e075f2bc-6451-4803-a2c3-db9e7c15a4e9.jpg?v=1754880196,1,MINT001,false,,,,,,,,,,,,,,,,,,,,kg,,,active
